estados,data,pib_pc,pib_pmc,pib_pcpt,populacao,pib_cc,ipca,incc,igp,selic,idh_long,idh_renda,idh_educacao,nfsp,estoque,desemprego
RS,199203,134752889.91301683,12661.046027583332,1.3159256691295453,4542048.0,6619846.447373359,19.33,8.06,20.7,0.4542281053,0.6378888888888888,0.5926666666666667,0.26411111111111113,12.94,4879149.90415669,5.1546450091
SC,199203,74911651.67567672,5710.2472495833335,1.4612852212840908,1491878.0,2693004.3721429463,19.33,8.06,20.7,0.4542281053,0.7595555555555555,0.644,0.3508888888888889,12.94,4879149.90415669,4.2607275367
SE,199203,11834509.916540576,965.1140799500001,0.7002787374098485,31588794.0,938606.6825460959,19.33,8.06,20.7,0.4542281053,0.7362222222222222,0.6556666666666667,0.3872222222222222,12.94,4879149.90415669,7.4379297202
SP,199203,662024003.8702216,53848.9053075,1.8566863113598489,918400.0,34104544.54049647,19.33,8.06,20.7,0.4542281053,0.5917777777777777,0.732,0.22566666666666665,12.94,4879149.90415669,8.8106222392
TO,199203,6603913.577108477,260.3902175,0.6342608335507576,428006.0,2158.1434073463665,19.33,8.06,20.7,0.4542281053,0.6,0.5568888888888889,0.17644444444444443,12.94,4879149.90415669,6.1001752559
AC,199204,3471229.8982000286,285.8891456283334,0.7235878696416665,2512658.0,218425.9085908398,27.04,3.39,18.54,0.4203181818,0.6504444444444445,0.652,0.19255555555555554,13.35,4879149.90415669,9.2163144702
AL,199204,14673422.879839666,1443.6470273833336,0.517639046828788,2102766.0,809738.6385359911,27.04,3.39,18.54,0.4203181818,0.5625555555555556,0.5782222222222222,0.186,13.35,4879149.90415669,8.9808491103
AM,199204,14763386.675897414,3211.4884383333333,0.6094295419416667,289035.0,1870808.2791124948,27.04,3.39,18.54,0.4203181818,0.6727777777777778,0.5322222222222223,0.2728888888888889,13.35,4879149.90415669,11.5557304923
AP,199204,2753843.790299252,346.07344729,0.8059996890712123,11867336.0,87242.88774248827,27.04,3.39,18.54,0.4203181818,0.6502222222222223,0.622,0.21733333333333332,13.35,4879149.90415669,5.9229397628
BA,199204,66698569.58811271,8796.815988166665,0.49941208060530307,6366132.0,5589248.877479644,27.04,3.39,18.54,0.4203181818,0.5928888888888889,0.6053333333333333,0.19866666666666666,13.35,4879149.90415669,8.2114353503
CE,199204,32094273.112736896,3673.609508833333,0.4472831405742424,1601093.0,4093617.3950472856,27.04,3.39,18.54,0.4203181818,0.6241111111111111,0.5486666666666667,0.2232222222222222,13.35,4879149.90415669,5.7108578194
DF,199204,69359485.70838937,4175.194320500001,3.7896891253545446,2600619.0,1528218.0936515406,27.04,3.39,18.54,0.4203181818,0.7402222222222222,0.5382222222222223,0.4371111111111111,13.35,4879149.90415669,8.4169350178
ES,199204,34629246.98147689,3366.4840697666664,1.1749165719863635,4017506.0,2933019.1872668955,27.04,3.39,18.54,0.4203181818,0.6961111111111111,0.7667777777777778,0.3247777777777778,13.35,4879149.90415669,7.2961765187
GO,199204,42516872.17146732,3557.2394626666674,0.9303319454507574,4929676.0,2089921.4432567891,27.04,3.39,18.54,0.4203181818,0.6796666666666668,0.6265555555555555,0.29144444444444445,13.35,4879149.90415669,6.6636499637
MA,199204,21487356.463477593,1618.6885778,0.38669233199999997,15743536.0,685731.6616905102,27.04,3.39,18.54,0.4203181818,0.5618888888888889,0.638888888888889,0.18844444444444444,13.35,4879149.90415669,3.3580371244
MG,199204,184323449.60316065,19118.340163666668,1.0426983154863634,1780385.0,15002579.255587716,27.04,3.39,18.54,0.4203181818,0.7048888888888889,0.48388888888888887,0.2796666666666667,13.35,4879149.90415669,7.2408620601
MS,199204,18459481.126543965,1907.9715701333332,0.9156327709295453,2026069.0,1461756.4120688685,27.04,3.39,18.54,0.4203181818,0.6635555555555556,0.6461111111111111,0.2437777777777778,13.35,4879149.90415669,6.0260523681
MT,199204,17005381.142813623,1894.3177935,0.7257062342969699,4949222.0,964613.2188853318,27.04,3.39,18.54,0.4203181818,0.6967777777777777,0.6338888888888888,0.2806666666666667,13.35,4879149.90415669,6.0826265968
PA,199204,38347741.29365527,3650.128881333333,0.6768277474893941,3201324.0,3110016.9754683375,27.04,3.39,18.54,0.4203181818,0.5768888888888889,0.6248888888888889,0.20655555555555555,13.35,4879149.90415669,8.9697684809
PB,199204,15385151.49354278,1528.5520414666669,0.43016653370454544,7127956.0,1290310.0364570336,27.04,3.39,18.54,0.4203181818,0.6865555555555556,0.5224444444444445,0.3228888888888889,13.35,4879149.90415669,5.5730865914
PE,199204,51554910.23194894,5434.033409833332,0.6456165300318181,2582075.0,4533202.921786781,27.04,3.39,18.54,0.4203181818,0.6494444444444445,0.6506666666666667,0.2078888888888889,13.35,4879149.90415669,8.2645197051
PI,199204,10220101.477130508,844.2576444333333,0.35263351499696965,8448620.0,422969.7594726278,27.04,3.39,18.54,0.4203181818,0.6267777777777778,0.5707777777777777,0.2564444444444444,13.35,4879149.90415669,4.4859060351
PR,199204,100828264.81547908,11753.722424666666,1.0675499003242424,12807197.0,9260957.211042633,27.04,3.39,18.54,0.4203181818,0.604,0.574111111111111,0.17922222222222223,13.35,4879149.90415669,6.0546558145
RJ,199204,255163198.1132445,24280.33319866667,1.7802224154439392,2415077.0,13550195.247278951,27.04,3.39,18.54,0.4203181818,0.6955555555555555,0.4955555555555555,0.4073333333333333,13.35,4879149.90415669,7.1656731871
RN,199204,12328520.222648269,1465.3075240666667,0.45165424885075756,1133265.0,1554589.3733269898,27.04,3.39,18.54,0.4203181818,0.603111111111111,0.7014444444444444,0.2591111111111111,13.35,4879149.90415669,8.1963422525
RO,199204,8647590.886878578,806.9071317333332,0.6519653558507575,217583.0,855850.2174913755,27.04,3.39,18.54,0.4203181818,0.7373333333333333,0.5537777777777778,0.3476666666666667,13.35,4879149.90415669,7.4314122991
RR,199204,2468989.392092871,174.14366703166667,0.952351934216667,9138463.0,128133.45918198931,27.04,3.39,18.54,0.4203181818,0.6408888888888888,0.6728888888888889,0.19922222222222222,13.35,4879149.90415669,6.6986022912
RS,199204,135851872.9177674,16852.546157666664,1.325371479081818,4542048.0,6601872.758240275,27.04,3.39,18.54,0.4203181818,0.6378888888888888,0.5926666666666667,0.26411111111111113,13.35,4879149.90415669,5.1546450091
SC,199204,75149027.23144186,7600.128411666667,1.4633323358969696,1491878.0,2704360.465405237,27.04,3.39,18.54,0.4203181818,0.7595555555555555,0.644,0.3508888888888889,13.35,4879149.90415669,4.2607275367
SE,199204,11826592.277850902,1271.0608057333336,0.6986055883439394,31588794.0,940312.1464929442,27.04,3.39,18.54,0.4203181818,0.7362222222222222,0.6556666666666667,0.3872222222222222,13.35,4879149.90415669,7.4379297202
SP,199204,660512242.5128132,71033.08666500001,1.8496747365689397,918400.0,34278759.15054192,27.04,3.39,18.54,0.4203181818,0.5917777777777777,0.732,0.22566666666666665,13.35,4879149.90415669,8.8106222392
TO,199204,6626161.3830599105,340.39062675,0.6342154924219696,428006.0,2151.9967293926834,27.04,3.39,18.54,0.4203181818,0.6,0.5568888888888889,0.17644444444444443,13.35,4879149.90415669,6.1001752559
AC,199205,3480321.0675962353,356.4941326841667,0.7224707234416665,2512658.0,226132.31593788488,34.1,3.5,22.45,0.4355714286,0.6504444444444445,0.652,0.19255555555555554,13.56,4879149.90415669,9.2163144702
AL,199205,14713072.321191683,1793.8099122000003,0.5187949525189395,2102766.0,812659.7540568887,34.1,3.5,22.45,0.4355714286,0.5625555555555556,0.5782222222222222,0.186,13.56,4879149.90415669,8.9808491103
AM,199205,14711682.135975989,3971.7290008333334,0.6050330572333332,289035.0,1878101.292789584,34.1,3.5,22.45,0.4355714286,0.6727777777777778,0.5322222222222223,0.2728888888888889,13.56,4879149.90415669,11.5557304923
AP,199205,2774827.8523773532,431.81959853499995,0.8047636321810607,11867336.0,90530.58023366824,34.1,3.5,22.45,0.4355714286,0.6502222222222223,0.622,0.21733333333333332,13.56,4879149.90415669,5.9229397628
BA,199205,66883100.53158763,10918.622568083334,0.5007351236931818,6366132.0,5595301.100206027,34.1,3.5,22.45,0.4355714286,0.5928888888888889,0.6053333333333333,0.19866666666666666,13.56,4879149.90415669,8.2114353503
CE,199205,32262224.59506058,4560.874406166667,0.44880376642954545,1601093.0,4132465.965665663,34.1,3.5,22.45,0.4355714286,0.6241111111111111,0.5486666666666667,0.2232222222222222,13.56,4879149.90415669,5.7108578194
DF,199205,69439776.51311877,5140.358924916667,3.782262939139393,2600619.0,1537936.7683814273,34.1,3.5,22.45,0.4355714286,0.7402222222222222,0.5382222222222223,0.4371111111111111,13.56,4879149.90415669,8.4169350178
ES,199205,34714770.23839434,4183.509614483333,1.1757055081484848,4017506.0,2987786.217883927,34.1,3.5,22.45,0.4355714286,0.6961111111111111,0.7667777777777778,0.3247777777777778,13.56,4879149.90415669,7.2961765187
GO,199205,42588082.1176351,4395.905822750001,0.929222289412121,4929676.0,2086620.5777901781,34.1,3.5,22.45,0.4355714286,0.6796666666666668,0.6265555555555555,0.29144444444444445,13.56,4879149.90415669,6.6636499637
MA,199205,21434812.530638367,2008.386459075,0.3853024514416666,15743536.0,703539.4718053098,34.1,3.5,22.45,0.4355714286,0.5618888888888889,0.638888888888889,0.18844444444444444,13.56,4879149.90415669,3.3580371244
MG,199205,183970556.5293449,23737.33563591667,1.0393082526568178,1780385.0,15103418.212765764,34.1,3.5,22.45,0.4355714286,0.7048888888888889,0.48388888888888887,0.2796666666666667,13.56,4879149.90415669,7.2408620601
MS,199205,18493243.491386674,2361.8297130749997,0.9162096903060605,2026069.0,1460093.6447416265,34.1,3.5,22.45,0.4355714286,0.6635555555555556,0.6461111111111111,0.2437777777777778,13.56,4879149.90415669,6.0260523681
MT,199205,17172329.383638684,2357.501499375,0.7323882011098487,4949222.0,977075.0078825135,34.1,3.5,22.45,0.4355714286,0.6967777777777777,0.6338888888888888,0.2806666666666667,13.56,4879149.90415669,6.0826265968
PA,199205,38466089.110770896,4491.669304083333,0.6776814512803032,3201324.0,3199318.31765289,34.1,3.5,22.45,0.4355714286,0.5768888888888889,0.6248888888888889,0.20655555555555555,13.56,4879149.90415669,8.9697684809
PB,199205,15354188.468289364,1882.2840719083335,0.4291997405477273,7127956.0,1295878.8253135278,34.1,3.5,22.45,0.4355714286,0.6865555555555556,0.5224444444444445,0.3228888888888889,13.56,4879149.90415669,5.5730865914
PE,199205,51927533.77323518,6713.047295583332,0.6496471820840908,2582075.0,4583909.88314792,34.1,3.5,22.45,0.4355714286,0.6494444444444445,0.6506666666666667,0.2078888888888889,13.56,4879149.90415669,8.2645197051
PI,199205,10197639.586351067,1041.7365178999999,0.3517133931515151,8448620.0,432429.3575100119,34.1,3.5,22.45,0.4355714286,0.6267777777777778,0.5707777777777777,0.2564444444444444,13.56,4879149.90415669,4.4859060351
PR,199205,100816118.41461308,14589.498425749998,1.0654960419962123,12807197.0,9278893.866383392,34.1,3.5,22.45,0.4355714286,0.604,0.574111111111111,0.17922222222222223,13.56,4879149.90415669,6.0546558145
RJ,199205,254759474.96312693,30112.318609666672,1.7749464626363634,2415077.0,13686875.994881393,34.1,3.5,22.45,0.4355714286,0.6955555555555555,0.4955555555555555,0.4073333333333333,13.56,4879149.90415669,7.1656731871
RN,199205,12542155.235571977,1809.1422842250001,0.45900402732045453,1133265.0,1565675.157751265,34.1,3.5,22.45,0.4355714286,0.603111111111111,0.7014444444444444,0.2591111111111111,13.56,4879149.90415669,8.1963422525
RO,199205,8704104.642968154,998.2461145583333,0.6559411566287878,217583.0,850526.9853207823,34.1,3.5,22.45,0.4355714286,0.7373333333333333,0.5537777777777778,0.3476666666666667,13.56,4879149.90415669,7.4314122991
RR,199205,2476666.176969053,214.91310707666665,0.9517034032500002,9138463.0,129284.60564225473,34.1,3.5,22.45,0.4355714286,0.6408888888888888,0.6728888888888889,0.19922222222222222,13.56,4879149.90415669,6.6986022912
RS,199205,136950855.92251801,21044.046287749996,1.334817289034091,4542048.0,6583899.069107191,34.1,3.5,22.45,0.4355714286,0.6378888888888888,0.5926666666666667,0.26411111111111113,13.56,4879149.90415669,5.1546450091
SC,199205,75386402.78720699,9490.00957375,1.4653794505098483,1491878.0,2715716.558667528,34.1,3.5,22.45,0.4355714286,0.7595555555555555,0.644,0.3508888888888889,13.56,4879149.90415669,4.2607275367
SE,199205,11818674.639161227,1577.0075315166669,0.6969324392780304,31588794.0,942017.6104397925,34.1,3.5,22.45,0.4355714286,0.7362222222222222,0.6556666666666667,0.3872222222222222,13.56,4879149.90415669,7.4379297202
SP,199205,659000481.1554047,88217.26802250001,1.8426631617780307,918400.0,34452973.76058736,34.1,3.5,22.45,0.4355714286,0.5917777777777777,0.732,0.22566666666666665,13.56,4879149.90415669,8.8106222392
TO,199205,6648409.189011344,420.39103600000004,0.6341701512931818,428006.0,2145.850051439,34.1,3.5,22.45,0.4355714286,0.6,0.5568888888888889,0.17644444444444443,13.56,4879149.90415669,6.1001752559
AC,199206,3489412.236992442,427.09911974000005,0.7213535772416665,2512658.0,233838.72328492996,41.5,2.35,21.42,0.4923834,0.6504444444444445,0.652,0.19255555555555554,13.68,4879149.90415669,9.2163144702
AL,199206,14752721.7625437,2143.972797016667,0.519950858209091,2102766.0,815580.8695777865,41.5,2.35,21.42,0.4923834,0.5625555555555556,0.5782222222222222,0.186,13.68,4879149.90415669,8.9808491103
AM,199206,14659977.596054563,4731.969563333333,0.6006365725249999,289035.0,1885394.3064666733,41.5,2.35,21.42,0.4923834,0.6727777777777778,0.5322222222222223,0.2728888888888889,13.68,4879149.90415669,11.5557304923
AP,199206,2795811.914455454,517.56574978,0.8035275752909093,11867336.0,93818.27272484821,41.5,2.35,21.42,0.4923834,0.6502222222222223,0.622,0.21733333333333332,13.68,4879149.90415669,5.9229397628
BA,199206,67067631.47506256,13040.429148,0.5020581667810607,6366132.0,5601353.32293241,41.5,2.35,21.42,0.4923834,0.5928888888888889,0.6053333333333333,0.19866666666666666,13.68,4879149.90415669,8.2114353503
CE,199206,32430176.077384263,5448.139303499999,0.4503243922848484,1601093.0,4171314.5362840407,41.5,2.35,21.42,0.4923834,0.6241111111111111,0.5486666666666667,0.2232222222222222,13.68,4879149.90415669,5.7108578194
DF,199206,69520067.31784818,6105.5235293333335,3.7748367529242417,2600619.0,1547655.4431113137,41.5,2.35,21.42,0.4923834,0.7402222222222222,0.5382222222222223,0.4371111111111111,13.68,4879149.90415669,8.4169350178
ES,199206,34800293.495311804,5000.535159200001,1.176494444310606,4017506.0,3042553.2485009586,41.5,2.35,21.42,0.4923834,0.6961111111111111,0.7667777777777778,0.3247777777777778,13.68,4879149.90415669,7.2961765187
GO,199206,42659292.06380288,5234.572182833334,0.9281126333734847,4929676.0,2083319.7123235671,41.5,2.35,21.42,0.4923834,0.6796666666666668,0.6265555555555555,0.29144444444444445,13.68,4879149.90415669,6.6636499637
MA,199206,21382268.597799145,2398.0843403500003,0.3839125708833333,15743536.0,721347.2819201093,41.5,2.35,21.42,0.4923834,0.5618888888888889,0.638888888888889,0.18844444444444444,13.68,4879149.90415669,3.3580371244
MG,199206,183617663.45552915,28356.33110816667,1.0359181898272725,1780385.0,15204257.169943815,41.5,2.35,21.42,0.4923834,0.7048888888888889,0.48388888888888887,0.2796666666666667,13.68,4879149.90415669,7.2408620601
MS,199206,18527005.856229383,2815.6878560166665,0.9167866096825757,2026069.0,1458430.877414384,41.5,2.35,21.42,0.4923834,0.6635555555555556,0.6461111111111111,0.2437777777777778,13.68,4879149.90415669,6.0260523681
MT,199206,17339277.624463744,2820.68520525,0.7390701679227274,4949222.0,989536.7968796951,41.5,2.35,21.42,0.4923834,0.6967777777777777,0.6338888888888888,0.2806666666666667,13.68,4879149.90415669,6.0826265968
PA,199206,38584436.92788653,5333.209726833333,0.6785351550712123,3201324.0,3288619.659837443,41.5,2.35,21.42,0.4923834,0.5768888888888889,0.6248888888888889,0.20655555555555555,13.68,4879149.90415669,8.9697684809
PB,199206,15323225.443035945,2236.0161023500004,0.42823294739090917,7127956.0,1301447.6141700218,41.5,2.35,21.42,0.4923834,0.6865555555555556,0.5224444444444445,0.3228888888888889,13.68,4879149.90415669,5.5730865914
PE,199206,52300157.314521424,7992.061181333332,0.6536778341363635,2582075.0,4634616.844509057,41.5,2.35,21.42,0.4923834,0.6494444444444445,0.6506666666666667,0.2078888888888889,13.68,4879149.90415669,8.2645197051
PI,199206,10175177.695571626,1239.2153913666666,0.3507932713060606,8448620.0,441888.955547396,41.5,2.35,21.42,0.4923834,0.6267777777777778,0.5707777777777777,0.2564444444444444,13.68,4879149.90415669,4.4859060351
PR,199206,100803972.01374708,17425.274426833334,1.0634421836681822,12807197.0,9296830.521724151,41.5,2.35,21.42,0.4923834,0.604,0.574111111111111,0.17922222222222223,13.68,4879149.90415669,6.0546558145
RJ,199206,254355751.81300935,35944.30402066667,1.769670509828788,2415077.0,13823556.742483836,41.5,2.35,21.42,0.4923834,0.6955555555555555,0.4955555555555555,0.4073333333333333,13.68,4879149.90415669,7.1656731871
RN,199206,12755790.248495685,2152.977044383333,0.4663538057901515,1133265.0,1576760.94217554,41.5,2.35,21.42,0.4923834,0.603111111111111,0.7014444444444444,0.2591111111111111,13.68,4879149.90415669,8.1963422525
RO,199206,8760618.39905773,1189.5850973833333,0.6599169574068181,217583.0,845203.753150189,41.5,2.35,21.42,0.4923834,0.7373333333333333,0.5537777777777778,0.3476666666666667,13.68,4879149.90415669,7.4314122991
RR,199206,2484342.961845236,255.68254712166666,0.9510548722833335,9138463.0,130435.75210252014,41.5,2.35,21.42,0.4923834,0.6408888888888888,0.6728888888888889,0.19922222222222222,13.68,4879149.90415669,6.6986022912
RS,199206,138049838.9272686,25235.546417833328,1.3442630989863635,4542048.0,6565925.379974106,41.5,2.35,21.42,0.4923834,0.6378888888888888,0.5926666666666667,0.26411111111111113,13.68,4879149.90415669,5.1546450091
SC,199206,75623778.34297213,11379.890735833333,1.4674265651227272,1491878.0,2727072.6519298186,41.5,2.35,21.42,0.4923834,0.7595555555555555,0.644,0.3508888888888889,13.68,4879149.90415669,4.2607275367
SE,199206,11810757.000471551,1882.9542573000003,0.6952592902121212,31588794.0,943723.0743866409,41.5,2.35,21.42,0.4923834,0.7362222222222222,0.6556666666666667,0.3872222222222222,13.68,4879149.90415669,7.4379297202
SP,199206,657488719.7979962,105401.44938,1.8356515869871217,918400.0,34627188.370632805,41.5,2.35,21.42,0.4923834,0.5917777777777777,0.732,0.22566666666666665,13.68,4879149.90415669,8.8106222392
TO,199206,6670656.994962777,500.39144525,0.6341248101643939,428006.0,2139.7033734853167,41.5,2.35,21.42,0.4923834,0.6,0.5568888888888889,0.17644444444444443,13.68,4879149.90415669,6.1001752559
AC,199207,3498503.406388649,497.7041067958334,0.7202364310416663,2512658.0,241545.13063197504,50.35,1.96,21.69,0.509028913,0.6504444444444445,0.652,0.19255555555555554,14.09,4879149.90415669,9.2163144702
